MsgID.LOCAL_POSITION,1501.0200000,9.4825869,-0.1472791,-2.8794537
MsgID.LOCAL_VELOCITY,1501.0200000,0.0191447,0.0035647,-0.0285114
MsgID.GLOBAL_POSITION,0.0000000,-122.3957459,37.7933707,2.8790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,1501.2700000,9.3779621,0.0434970,-2.8842313
MsgID.LOCAL_VELOCITY,1501.2700000,0.1256174,0.0388877,-0.0085696
MsgID.GLOBAL_POSITION,0.0000000,-122.3957438,37.7933697,2.8840000
MsgID.LOCAL_VELOCITY,0.0000000,0.1200000,0.0300000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957430,37.7933715,2.8880000
MsgID.LOCAL_VELOCITY,0.0000000,0.4800000,0.0200000,-0.0500000
MsgID.LOCAL_POSITION,1501.5220000,9.5755835,0.1094863,-2.8888216
MsgID.LOCAL_VELOCITY,1501.5220000,0.4896427,0.0240864,-0.0525942
MsgID.GLOBAL_POSITION,0.0000000,-122.3957443,37.7933743,2.9010000
MsgID.LOCAL_VELOCITY,0.0000000,0.3300000,0.0000000,0.0400000
MsgID.LOCAL_POSITION,1501.7710000,9.8882751,0.0007183,-2.9016299
MsgID.LOCAL_VELOCITY,1501.7710000,0.3352928,-0.0003817,0.0487547
MsgID.GLOBAL_POSITION,0.0000000,-122.3957440,37.7933731,2.8950000
MsgID.LOCAL_VELOCITY,0.0000000,0.1100000,0.0000000,0.0700000
MsgID.LOCAL_POSITION,1502.0210000,9.7527742,0.0228216,-2.8954508
MsgID.LOCAL_VELOCITY,1502.0210000,0.1122897,-0.0020974,0.0741815
MsgID.GLOBAL_POSITION,0.0000000,-122.3957438,37.7933724,2.8950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0600000,0.0000000,0.1000000
MsgID.LOCAL_POSITION,1502.2720000,9.6717615,0.0414584,-2.8955052
MsgID.LOCAL_VELOCITY,1502.2720000,0.0671420,-0.0048145,0.1098012
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932853,0.0000000
MsgID.LOCAL_POSITION,1502.5220000,9.6919794,-0.0269730,-2.9057381
MsgID.LOCAL_VELOCITY,1502.5220000,0.0651328,-0.0036255,0.0688571
MsgID.GLOBAL_POSITION,0.0000000,-122.3957446,37.7933725,2.9050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0600000,0.0000000,0.0600000
MsgID.LOCAL_POSITION,1502.7720000,9.8384686,-0.0173701,-2.9077702
MsgID.LOCAL_VELOCITY,1502.7720000,0.0499784,0.0050099,0.1540619
MsgID.GLOBAL_POSITION,0.0000000,-122.3957445,37.7933739,2.9070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0400000,0.0000000,0.1500000
MsgID.LOCAL_POSITION,1503.0220000,9.8305454,-0.1442264,-2.8992226
MsgID.LOCAL_VELOCITY,1503.0220000,0.0315971,0.0093300,0.1503369
MsgID.GLOBAL_POSITION,0.0000000,-122.3957459,37.7933738,2.8990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,0.0000000,0.1500000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957436,37.7933735,2.8900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0100000,0.0900000
MsgID.LOCAL_POSITION,1503.2730000,9.7955828,0.0574564,-2.8905973
MsgID.LOCAL_VELOCITY,1503.2730000,0.0187597,0.0184066,0.0919449
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957435,37.7933741,2.8890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,1503.5230000,9.8644609,0.0645552,-2.8893170
MsgID.LOCAL_VELOCITY,1503.5230000,0.0209471,0.0072989,0.0167048
MsgID.GLOBAL_POSITION,0.0000000,-122.3957455,37.7933732,2.8890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.3000000,0.0000000
MsgID.LOCAL_POSITION,1503.7730000,9.7631540,-0.1047384,-2.8897264
MsgID.LOCAL_VELOCITY,1503.7730000,0.0247452,0.3027810,0.0041437
MsgID.GLOBAL_POSITION,0.0000000,-122.3957415,37.7933729,2.8770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,1.5300000,-0.0700000
MsgID.LOCAL_POSITION,1504.0230000,9.7308426,0.2505401,-2.8772440
MsgID.LOCAL_VELOCITY,1504.0230000,0.0352743,1.5335717,-0.0709707
MsgID.GLOBAL_POSITION,0.0000000,-122.3957367,37.7933734,2.8790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,2.8300000,-0.1700000
MsgID.LOCAL_POSITION,1504.2730000,9.7876663,0.6705041,-2.8796661
MsgID.LOCAL_VELOCITY,1504.2730000,0.0597299,2.8380919,-0.1782386
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932853,0.0000000
MsgID.LOCAL_POSITION,1504.5240000,10.0179033,1.5028987,-2.8822372
MsgID.LOCAL_VELOCITY,1504.5240000,0.0708440,3.9329023,-0.1270271
MsgID.GLOBAL_POSITION,0.0000000,-122.3957274,37.7933755,2.8820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0700000,3.9300000,-0.1200000
MsgID.LOCAL_POSITION,1504.7740000,10.0614681,2.7854114,-2.8780048
MsgID.LOCAL_VELOCITY,1504.7740000,0.0270832,5.0126338,-0.1426599
MsgID.GLOBAL_POSITION,0.0000000,-122.3957129,37.7933759,2.8780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,5.0100000,-0.1400000
MsgID.LOCAL_POSITION,1505.0240000,10.1087589,4.1496840,-2.8748639
MsgID.LOCAL_VELOCITY,1505.0240000,-0.0416053,6.0224819,-0.1832361
MsgID.GLOBAL_POSITION,0.0000000,-122.3956976,37.7933763,2.8740000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,6.0200000,-0.1800000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956782,37.7933760,2.8760000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1100000,6.9000000,-0.0700000
MsgID.LOCAL_POSITION,1505.2750000,10.0757742,5.8771715,-2.8761790
MsgID.LOCAL_VELOCITY,1505.2750000,-0.1196555,6.9054084,-0.0781732
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956583,37.7933749,2.8790000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2000000,7.0600000,-0.1300000
MsgID.LOCAL_POSITION,1505.5250000,9.9480734,7.6431541,-2.8799419
MsgID.LOCAL_VELOCITY,1505.5250000,-0.2099523,7.0604005,-0.1374040
MsgID.GLOBAL_POSITION,0.0000000,-122.3956424,37.7933740,2.8980000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1500000,5.6700000,-0.1000000
MsgID.LOCAL_POSITION,1505.7750000,9.8529043,9.0533094,-2.8984516
MsgID.LOCAL_VELOCITY,1505.7750000,-0.1548991,5.6717443,-0.1085664
MsgID.GLOBAL_POSITION,0.0000000,-122.3956260,37.7933723,2.8970000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,4.0700000,0.0200000
MsgID.LOCAL_POSITION,1506.0250000,9.6600428,10.5092030,-2.8975708
MsgID.LOCAL_VELOCITY,1506.0250000,-0.0559191,4.0735598,0.0264108
MsgID.GLOBAL_POSITION,0.0000000,-122.3956168,37.7933719,2.8980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,2.5500000,0.0200000
MsgID.LOCAL_POSITION,1506.2750000,9.6155596,11.3299875,-2.8985045
MsgID.LOCAL_VELOCITY,1506.2750000,0.0243681,2.5563521,0.0291891
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956135,37.7933725,2.9030000
MsgID.LOCAL_VELOCITY,0.0000000,0.1500000,1.0900000,0.0500000
MsgID.LOCAL_POSITION,1506.5250000,9.6866312,11.6269341,-2.9036205
MsgID.LOCAL_VELOCITY,1506.5250000,0.1597022,1.0965484,0.0516308
MsgID.GLOBAL_POSITION,0.0000000,-122.3956132,37.7933732,2.9050000
MsgID.LOCAL_VELOCITY,0.0000000,0.2200000,-0.2300000,0.0600000
MsgID.LOCAL_POSITION,1506.7750000,9.7690201,11.6534557,-2.9056046
MsgID.LOCAL_VELOCITY,1506.7750000,0.2293583,-0.2317773,0.0664127
MsgID.GLOBAL_POSITION,0.0000000,-122.3956146,37.7933757,2.9060000
MsgID.LOCAL_VELOCITY,0.0000000,0.2100000,-1.5300000,0.0400000
